District,Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
05,2020,464,156,269,3,55,2388
05,2021,748,159,364,15,159,2936
05,2022,766,181,436,10,92,2923
05,2023,778,245,380,10,40,3203
05,2024,747,263,264,10,24,2995
05,2025,875,256,254,10,23,3137
