District,Disposition Year,Native American Plea to Lesser Charge,Native American No Plea to Lesser Charge,Native American Total Guilty Pleas,Hispanic Plea to Lesser Charge,Hispanic No Plea to Lesser Charge,Hispanic Total Guilty Pleas,Black Plea to Lesser Charge,Black No Plea to Lesser Charge,Black Total Guilty Pleas,White Plea to Lesser Charge,White No Plea to Lesser Charge,White Total Guilty Pleas,Percent of Native American defendants pleading to a lesser charge,Percent of Hispanic defendants pleading to a lesser charge,Percent of Black defendants pleading to a lesser charge,Percent of White defendants pleading to a lesser charge
23,2020,1,2,3,49,78,127,24,47,71,181,271,452,33.33333333,38.58267717,33.8028169,40.04424779
23,2021,1,5,6,69,119,188,46,64,110,242,341,583,16.66666667,36.70212766,41.81818182,41.50943396
23,2022,0,3,3,45,126,171,32,71,103,156,414,570,0.0,26.31578947,31.06796117,27.36842105
23,2023,0,3,3,51,159,210,31,91,122,139,438,577,0.0,24.28571429,25.40983607,24.09012132
23,2024,2,0,2,56,164,220,40,101,141,198,382,580,100.0,25.45454545,28.36879433,34.13793103
23,2025,3,2,5,104,158,262,60,71,131,280,335,615,60.0,39.69465649,45.80152672,45.52845528
