District,Metric,Felony,Misdemeanor
07,Filings 2025,642.0,3781.0
07,Change since 2024,-4.0359,4.6499
07,,,
07,Filings Quarter 4 2025,163.0,932.0
07,Change since Quarter 4 2024,3.1646,11.7506
