District,Disposition Year,Highest Income Neighborhood Cases Dismissed,Highest Income Neighborhood Cases Not Dismissed,Highest Income Neighborhood Total Cases Disposed,Lowest Income Neighborhood Cases Dismissed,Lowest Income Neighborhood Cases Not Dismissed,Lowest Income Neighborhood Total Cases Disposed,Percent of cases in highest income zip codes dismissed,Percent of cases in lowest income zip codes dismissed
19,2020,20,192,212,1,3,4,9.43396226,25.0
19,2021,27,214,241,0,6,6,11.2033195,0.0
19,2022,43,196,239,1,8,9,17.9916318,11.11111111
19,2023,43,210,253,0,4,4,16.99604743,0.0
19,2024,37,259,296,0,7,7,12.5,0.0
19,2025,49,253,302,3,7,10,16.22516556,30.0
