District,Metric,Felony,Misdemeanor
18,Filings 2025,3389.0,18172.0
18,Change since 2024,3.5441,27.8278
18,,,
18,Filings Quarter 4 2025,832.0,4065.0
18,Change since Quarter 4 2024,0.1203,4.9574
