District,Disposition Year,Highest Income Neighborhood Cases Dismissed,Highest Income Neighborhood Cases Not Dismissed,Highest Income Neighborhood Total Cases Disposed,Lowest Income Neighborhood Cases Dismissed,Lowest Income Neighborhood Cases Not Dismissed,Lowest Income Neighborhood Total Cases Disposed,Percent of cases in highest income zip codes dismissed,Percent of cases in lowest income zip codes dismissed
08,2020,55,261,316,62,275,337,17.40506329,18.39762611
08,2021,67,263,330,71,285,356,20.3030303,19.94382022
08,2022,108,273,381,92,270,362,28.34645669,25.41436464
08,2023,109,334,443,93,286,379,24.60496614,24.53825858
08,2024,105,376,481,88,286,374,21.82952183,23.52941176
08,2025,95,379,474,96,300,396,20.04219409,24.24242424
