District,Referral Year,Black Felony Referrals Filed,Black Felony Referrals Not Filed,Black Total Felony Referrals,Hispanic Felony Referrals Filed,Hispanic Felony Referrals Not Filed,Hispanic Total Felony Referrals,White Felony Referrals Filed,White Felony Referrals Not Filed,White Total Felony Referrals,Percent of cases involving Black defendants declined,Percent of cases involving Hispanic defendants declined,Percent of cases involving White defendants declined
05,2020,42,4,46,159,48,207,498,85,583,8.69565217,23.1884058,14.57975986
05,2021,37,4,41,242,54,296,554,74,628,9.75609756,18.24324324,11.78343949
05,2022,29,3,32,225,84,309,403,85,488,9.375,27.18446602,17.41803279
05,2023,32,2,34,214,74,288,400,83,483,5.88235294,25.69444444,17.18426501
05,2024,32,7,39,238,54,292,369,49,418,17.94871795,18.49315068,11.72248804
05,2025,30,3,33,237,37,274,356,51,407,9.09090909,13.50364964,12.53071253
