District,Filing Year,White,Black,Hispanic,Native American,Asian,Another Race/Ethnicity,Missing/Unknown
19,2017,7864,417,4239,23,77,264,28
19,2018,7739,417,4256,20,96,332,58
19,2019,7663,446,4583,35,69,336,69
19,2020,6397,471,3746,27,70,230,40
19,2021,6623,471,4367,20,88,218,41
19,2022,5552,378,3109,27,54,164,32
19,2023,5357,323,3046,25,70,144,35
19,2024,5525,345,3209,24,63,122,44
19,2025,5643,352,3111,17,85,86,75
