District,Disposition Year,Highest Income Neighborhood Cases Dismissed,Highest Income Neighborhood Cases Not Dismissed,Highest Income Neighborhood Total Cases Disposed,Lowest Income Neighborhood Cases Dismissed,Lowest Income Neighborhood Cases Not Dismissed,Lowest Income Neighborhood Total Cases Disposed,Percent of cases in highest income zip codes dismissed,Percent of cases in lowest income zip codes dismissed
01,2020,82,444,526,44,253,297,15.58935361,14.81481481
01,2021,81,501,582,67,450,517,13.91752577,12.95938104
01,2022,102,454,556,95,458,553,18.34532374,17.17902351
01,2023,85,433,518,110,408,518,16.40926641,21.23552124
01,2024,84,334,418,119,407,526,20.09569378,22.62357414
01,2025,97,345,442,118,444,562,21.94570136,20.99644128
