District,Referral Year,Filed,Declined,Total Felony Referrals,Percent Declined
01,2017,4398,350,4748,7.37152485
01,2018,5131,479,5610,8.53832442
01,2019,4701,369,5070,7.27810651
01,2020,4047,337,4384,7.6870438
01,2021,3379,533,3912,13.62474438
01,2022,3480,491,3971,12.36464367
01,2023,3182,388,3570,10.86834734
01,2024,3050,374,3424,10.9228972
01,2025,2961,343,3304,10.38135593
