District,Referral Year,Felony Referrals Filed,Felony Referrals Not Filed,Total Felony Referrals,Felony Cases Acquitted,Felony Cases Deferred,Felony Cases Dismissed,Felony Cases Found Guilty,Felony Cases Plea Dismissal,Felony Cases Plead Guilty,Total Felony Cases Disposed,Percent of felony referrals declined,Percent of felony cases dismissed after filing
01,2017,4398,350,4748,24,477,272,83,189,3613,4658,7.37152485,5.83941606
01,2018,5131,479,5610,25,360,271,90,214,4042,5002,8.53832442,5.41783287
01,2019,4701,369,5070,21,356,281,95,208,4081,5042,7.27810651,5.57318524
01,2020,4047,337,4384,8,318,200,34,168,2579,3307,7.6870438,6.04777744
01,2021,3379,533,3912,22,326,292,49,243,2817,3749,13.62474438,7.78874366
01,2022,3480,491,3971,13,400,358,58,189,2675,3693,12.36464367,9.69401571
01,2023,3182,388,3570,11,372,347,59,186,2441,3416,10.86834734,10.15807963
01,2024,3050,374,3424,10,365,348,50,164,2243,3180,10.9228972,10.94339623
01,2025,2961,343,3304,14,359,315,46,144,2103,2981,10.38135593,10.56692385
