District,Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
18,2020,2108,398,351,18,55,6506
18,2021,2838,719,497,27,56,6930
18,2022,2526,840,527,18,90,6662
18,2023,3667,956,529,32,70,6610
18,2024,4164,869,600,17,84,6514
18,2025,6320,1249,599,25,77,7129
