District,Referral Year,Filed,Declined,Total Felony Referrals,Percent Declined
17,2024,4158,699,4857,14.39159975
17,2021,4362,680,5042,13.48671162
17,2022,4053,546,4599,11.87214612
17,2025,3565,820,4385,18.70011403
17,2019,5463,395,5858,6.74291567
17,2020,4488,451,4939,9.13140312
17,2023,4218,477,4695,10.15974441
17,2017,5211,158,5369,2.94281989
17,2018,5262,280,5542,5.05232768
