District,Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
01,2020,3101,500,614,34,87,6505
01,2021,2716,998,735,57,128,9337
01,2022,4473,1008,577,63,140,8223
01,2023,4606,1319,589,51,123,6562
01,2024,6394,1454,631,69,121,7463
01,2025,5150,1277,605,53,115,7016
