District,Referral Year,Black Felony Referrals Filed,Black Felony Referrals Not Filed,Black Total Felony Referrals,Hispanic Felony Referrals Filed,Hispanic Felony Referrals Not Filed,Hispanic Total Felony Referrals,White Felony Referrals Filed,White Felony Referrals Not Filed,White Total Felony Referrals,Percent of cases involving Black defendants declined,Percent of cases involving Hispanic defendants declined,Percent of cases involving White defendants declined
19,2024,110,9,119,778,93,871,1212,159,1371,7.56302521,10.67738232,11.59737418
19,2021,84,8,92,918,101,1019,1389,201,1590,8.69565217,9.91167812,12.64150943
19,2022,94,7,101,722,95,817,1229,195,1424,6.93069307,11.62790698,13.69382022
19,2025,88,12,100,671,76,747,1202,196,1398,12.0,10.17402945,14.02002861
19,2020,134,10,144,775,93,868,1366,251,1617,6.94444444,10.71428571,15.52257267
19,2023,81,12,93,712,83,795,1134,188,1322,12.90322581,10.44025157,14.22087746
