District,Filing Year,Felony,Misdemeanor,Petty Offense/Infraction
01,2017,4715,13451,478
01,2018,5403,18016,586
01,2019,4912,16512,580
01,2020,4194,13685,486
01,2021,3464,16198,978
01,2022,3565,13758,1241
01,2023,3287,13830,1250
01,2024,3128,16194,1454
01,2025,3075,14647,1428
01,2026,1428,7166,751
01,2027,0,2,0
01,2028,0,1,0
01,2029,0,2,0
01,2032,0,2,1
