District,Referral Year,Filed,Declined,Total Felony Referrals,Percent Declined
08,2017,3086,290,3376,8.59004739
08,2018,3150,285,3435,8.29694323
08,2019,3058,262,3320,7.89156627
08,2020,2557,266,2823,9.42260007
08,2021,2168,182,2350,7.74468085
08,2022,2115,178,2293,7.76275621
08,2023,2142,137,2279,6.01140851
08,2024,2214,161,2375,6.77894737
08,2025,2135,120,2255,5.32150776
