District,Disposition Year,Black No Pretrial,Black Pretrial,Black Total Cases,Hispanic No Pretrial,Hispanic Pretrial,Hispanic Total Cases,White No Pretrial,White Pretrial,White Total Cases,Percent of Black defendants detained pretrial,Percent of Hispanic defendants detained pretrial,Percent of White defendants detained pretrial
17,2020,247,183,430,1040,597,1637,2033,983,3016,42.55813953,36.46915089,32.5928382
17,2021,342,257,599,1419,861,2280,2324,1211,3535,42.9048414,37.76315789,34.25742574
17,2022,348,320,668,1515,1143,2658,2672,1638,4310,47.90419162,43.00225734,38.00464037
17,2023,337,340,677,1650,1058,2708,2672,1500,4172,50.22156573,39.06942393,35.95397891
17,2024,403,304,707,1807,1056,2863,2575,1369,3944,42.99858557,36.88438701,34.71095335
17,2025,368,337,705,1592,1072,2664,2260,1304,3564,47.80141844,40.24024024,36.58810325
