District,Filing Year,Under 18,18-25 y.o.,26-35 y.o.,36+ y.o.,Missing/Unknown
22,2017,108,469,561,773,12
22,2018,101,450,681,816,7
22,2019,117,397,663,748,8
22,2020,88,360,597,735,12
22,2021,79,373,612,864,11
22,2022,51,318,542,758,2
22,2023,86,315,521,766,2
22,2024,73,272,508,764,3
22,2025,61,265,533,813,4
