Referral Year,Filed,Declined,Total Felony Referrals,Percent Declined
2017,3426,363,3789,9.58036421
2018,3670,363,4033,9.00074386
2019,3855,346,4201,8.23613425
2020,3040,324,3364,9.6313912
2021,2735,326,3061,10.65011434
2022,2745,322,3067,10.49885882
2023,2821,340,3161,10.75608984
2024,3021,349,3370,10.35608309
2025,3245,355,3600,9.86111111
