District,Referral Year,Black Felony Referrals Filed,Black Felony Referrals Not Filed,Black Total Felony Referrals,Hispanic Felony Referrals Filed,Hispanic Felony Referrals Not Filed,Hispanic Total Felony Referrals,White Felony Referrals Filed,White Felony Referrals Not Filed,White Total Felony Referrals,Percent of cases involving Black defendants declined,Percent of cases involving Hispanic defendants declined,Percent of cases involving White defendants declined
18,2020,875,95,970,672,63,735,1380,147,1527,9.79381443,8.57142857,9.62671906
18,2021,802,102,904,629,74,703,1204,142,1346,11.28318584,10.52631579,10.54977712
18,2022,853,92,945,678,76,754,1130,134,1264,9.73544974,10.0795756,10.60126582
18,2023,761,110,871,782,60,842,1201,151,1352,12.62916188,7.12589074,11.16863905
18,2024,821,101,922,874,91,965,1245,139,1384,10.95444685,9.43005181,10.0433526
18,2025,894,107,1001,901,93,994,1347,139,1486,10.68931069,9.35613682,9.35397039
