District,Filing Year,Under 18,18-25 y.o.,26-35 y.o.,36+ y.o.,Missing/Unknown
01,2017,1002,4290,6072,7256,24
01,2018,1093,5521,7819,9486,86
01,2019,978,4514,7265,9192,55
01,2020,683,3661,6264,7710,47
01,2021,838,4340,6644,8696,122
01,2022,905,3628,5831,8164,36
01,2023,836,3418,5842,8252,19
01,2024,862,3936,6803,9130,45
01,2025,864,3546,5848,8854,38
01,2026,473,1683,2651,4520,18
01,2027,0,1,0,1,0
01,2028,0,0,1,0,0
01,2029,0,0,0,2,0
01,2032,0,1,0,2,0
