District,Disposition Year,Highest Income Neighborhood Cases Dismissed,Highest Income Neighborhood Cases Not Dismissed,Highest Income Neighborhood Total Cases Disposed,Lowest Income Neighborhood Cases Dismissed,Lowest Income Neighborhood Cases Not Dismissed,Lowest Income Neighborhood Total Cases Disposed,Percent of cases in highest income zip codes dismissed,Percent of cases in lowest income zip codes dismissed
17,2020,50,435,485,25,155,180,10.30927835,13.88888889
17,2021,63,494,557,36,209,245,11.31059246,14.69387755
17,2022,64,686,750,38,254,292,8.53333333,13.01369863
17,2023,78,631,709,44,249,293,11.00141044,15.01706485
17,2024,113,623,736,43,248,291,15.35326087,14.7766323
17,2025,89,529,618,65,215,280,14.4012945,23.21428571
