District,Disposition Year,Black No Pretrial,Black Pretrial,Black Total Cases,Hispanic No Pretrial,Hispanic Pretrial,Hispanic Total Cases,White No Pretrial,White Pretrial,White Total Cases,Percent of Black defendants detained pretrial,Percent of Hispanic defendants detained pretrial,Percent of White defendants detained pretrial
11,2020,38,10,48,107,25,132,764,226,990,20.83333333,18.93939394,22.82828283
11,2021,38,7,45,115,31,146,744,224,968,15.55555556,21.23287671,23.14049587
11,2022,33,9,42,96,37,133,642,198,840,21.42857143,27.81954887,23.57142857
11,2023,34,6,40,79,19,98,479,153,632,15.0,19.3877551,24.20886076
11,2024,29,5,34,93,24,117,486,186,672,14.70588235,20.51282051,27.67857143
11,2025,33,10,43,91,24,115,500,200,700,23.25581395,20.86956522,28.57142857
