District,Disposition Year,Black No Pretrial,Black Pretrial,Black Total Cases,Hispanic No Pretrial,Hispanic Pretrial,Hispanic Total Cases,White No Pretrial,White Pretrial,White Total Cases,Percent of Black defendants detained pretrial,Percent of Hispanic defendants detained pretrial,Percent of White defendants detained pretrial
07,2020,9,4,13,147,111,258,750,289,1039,30.76923077,43.02325581,27.81520693
07,2021,25,14,39,219,136,355,857,331,1188,35.8974359,38.30985915,27.86195286
07,2022,18,15,33,189,105,294,764,364,1128,45.45454545,35.71428571,32.26950355
07,2023,10,4,14,246,79,325,716,248,964,28.57142857,24.30769231,25.72614108
07,2024,14,5,19,175,78,253,664,232,896,26.31578947,30.83003953,25.89285714
07,2025,16,16,32,187,85,272,591,223,814,50.0,31.25,27.3955774
