District,SQLTable,Category,Report,FileName,GitHubPath,RawURL
JD05,Ex_Sentencing_Felony Incarceration Differences by Median Household Income,5. Sentencing,Felony Incarceration Differences by Median Household Income,JD05 - Felony Incarceration Differences by Median Household Income.csv,JD05/5. Sentencing/JD05 - Felony Incarceration Differences by Median Household Income.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Felony%20Incarceration%20Differences%20by%20Median%20Household%20Income.csv
JD05,Ex_Sentencing_Felony Sentences Imposed by Sentence Type,5. Sentencing,Felony Sentences Imposed by Sentence Type,JD05 - Felony Sentences Imposed by Sentence Type.csv,JD05/5. Sentencing/JD05 - Felony Sentences Imposed by Sentence Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Felony%20Sentences%20Imposed%20by%20Sentence%20Type.csv
JD05,Ex_Sentencing_Incarceration for Serious Offenses,5. Sentencing,Incarceration for Serious Offenses,JD05 - Incarceration for Serious Offenses.csv,JD05/5. Sentencing/JD05 - Incarceration for Serious Offenses.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Incarceration%20for%20Serious%20Offenses.csv
JD05,Ex_Sentencing_Misdemeanor Sentences Imposed by Sentence Type,5. Sentencing,Misdemeanor Sentences Imposed by Sentence Type,JD05 - Misdemeanor Sentences Imposed by Sentence Type.csv,JD05/5. Sentencing/JD05 - Misdemeanor Sentences Imposed by Sentence Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Misdemeanor%20Sentences%20Imposed%20by%20Sentence%20Type.csv
JD05,Ex_Sentencing_Pretrial Detention Differences by Defendant Race_Ethnicity,5. Sentencing,Pretrial Detention Differences by Defendant Race Ethnicity,JD05 - Pretrial Detention Differences by Defendant Race Ethnicity.csv,JD05/5. Sentencing/JD05 - Pretrial Detention Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Pretrial%20Detention%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD05,Ex_Sentencing_Recidivism After Non-Incarcerative Sentences,5. Sentencing,Recidivism After Non-Incarcerative Sentences,JD05 - Recidivism After Non-Incarcerative Sentences.csv,JD05/5. Sentencing/JD05 - Recidivism After Non-Incarcerative Sentences.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Recidivism%20After%20Non-Incarcerative%20Sentences.csv
JD05,Ex_Sentencing_Reducing Pretrial Detention for Non-Traffic Cases,5. Sentencing,Reducing Pretrial Detention for Non-Traffic Cases,JD05 - Reducing Pretrial Detention for Non-Traffic Cases.csv,JD05/5. Sentencing/JD05 - Reducing Pretrial Detention for Non-Traffic Cases.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Reducing%20Pretrial%20Detention%20for%20Non-Traffic%20Cases.csv
JD05,Ex_Sentencing_Reserving Incarceration for Serious Offenses,5. Sentencing,Reserving Incarceration for Serious Offenses,JD05 - Reserving Incarceration for Serious Offenses.csv,JD05/5. Sentencing/JD05 - Reserving Incarceration for Serious Offenses.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Reserving%20Incarceration%20for%20Serious%20Offenses.csv
JD05,Ex_Sentencing_Sentences Imposed,5. Sentencing,Sentences Imposed,JD05 - Sentences Imposed.csv,JD05/5. Sentencing/JD05 - Sentences Imposed.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/5.%20Sentencing/JD05%20-%20Sentences%20Imposed.csv
JD05,"Ex_Defendant Characteristics_District Population, by Race_Ethnicity 2022 Census",6. Defendant Characteristics,"District Population, by Race Ethnicity 2022 Census","JD05 - District Population, by Race Ethnicity 2022 Census.csv","JD05/6. Defendant Characteristics/JD05 - District Population, by Race Ethnicity 2022 Census.csv",https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/6.%20Defendant%20Characteristics/JD05%20-%20District%20Population%2C%20by%20Race%20Ethnicity%202022%20Census.csv
JD05,Ex_Defendant Characteristics_Escalation in Criminal Behavior,6. Defendant Characteristics,Escalation in Criminal Behavior,JD05 - Escalation in Criminal Behavior.csv,JD05/6. Defendant Characteristics/JD05 - Escalation in Criminal Behavior.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/6.%20Defendant%20Characteristics/JD05%20-%20Escalation%20in%20Criminal%20Behavior.csv
JD05,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Age,6. Defendant Characteristics,Number of Cases Filed by Defendant Age,JD05 - Number of Cases Filed by Defendant Age.csv,JD05/6. Defendant Characteristics/JD05 - Number of Cases Filed by Defendant Age.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/6.%20Defendant%20Characteristics/JD05%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Age.csv
JD05,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Criminal History,6. Defendant Characteristics,Number of Cases Filed by Defendant Criminal History,JD05 - Number of Cases Filed by Defendant Criminal History.csv,JD05/6. Defendant Characteristics/JD05 - Number of Cases Filed by Defendant Criminal History.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/6.%20Defendant%20Characteristics/JD05%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Criminal%20History.csv
JD05,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Gender,6. Defendant Characteristics,Number of Cases Filed by Defendant Gender,JD05 - Number of Cases Filed by Defendant Gender.csv,JD05/6. Defendant Characteristics/JD05 - Number of Cases Filed by Defendant Gender.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/6.%20Defendant%20Characteristics/JD05%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Gender.csv
JD05,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Race_Ethnicity,6. Defendant Characteristics,Number of Cases Filed by Defendant Race Ethnicity,JD05 - Number of Cases Filed by Defendant Race Ethnicity.csv,JD05/6. Defendant Characteristics/JD05 - Number of Cases Filed by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/6.%20Defendant%20Characteristics/JD05%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Race%20Ethnicity.csv
JD05,Ex_Defendant Characteristics_Violent Recidivism,6. Defendant Characteristics,Violent Recidivism,JD05 - Violent Recidivism.csv,JD05/6. Defendant Characteristics/JD05 - Violent Recidivism.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/6.%20Defendant%20Characteristics/JD05%20-%20Violent%20Recidivism.csv
JD05,Ex_Serving Victims_Case Dismissal Differences by Victim Race_Ethnicity,7. Serving Victims,Case Dismissal Differences by Victim Race Ethnicity,JD05 - Case Dismissal Differences by Victim Race Ethnicity.csv,JD05/7. Serving Victims/JD05 - Case Dismissal Differences by Victim Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Case%20Dismissal%20Differences%20by%20Victim%20Race%20Ethnicity.csv
JD05,Ex_Serving Victims_Convictions in Sexual Assault Cases,7. Serving Victims,Convictions in Sexual Assault Cases,JD05 - Convictions in Sexual Assault Cases.csv,JD05/7. Serving Victims/JD05 - Convictions in Sexual Assault Cases.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Convictions%20in%20Sexual%20Assault%20Cases.csv
JD05,Ex_Serving Victims_Monitoring Violent Victimization of Children,7. Serving Victims,Monitoring Violent Victimization of Children,JD05 - Monitoring Violent Victimization of Children.csv,JD05/7. Serving Victims/JD05 - Monitoring Violent Victimization of Children.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Monitoring%20Violent%20Victimization%20of%20Children.csv
JD05,Ex_Serving Victims_Number of Cases Filed by Victim Age,7. Serving Victims,Number of Cases Filed by Victim Age,JD05 - Number of Cases Filed by Victim Age.csv,JD05/7. Serving Victims/JD05 - Number of Cases Filed by Victim Age.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Number%20of%20Cases%20Filed%20by%20Victim%20Age.csv
JD05,Ex_Serving Victims_Number of Cases Filed by Victim Gender,7. Serving Victims,Number of Cases Filed by Victim Gender,JD05 - Number of Cases Filed by Victim Gender.csv,JD05/7. Serving Victims/JD05 - Number of Cases Filed by Victim Gender.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Number%20of%20Cases%20Filed%20by%20Victim%20Gender.csv
JD05,Ex_Serving Victims_Number of Cases Filed by Victim Race_Ethnicity,7. Serving Victims,Number of Cases Filed by Victim Race Ethnicity,JD05 - Number of Cases Filed by Victim Race Ethnicity.csv,JD05/7. Serving Victims/JD05 - Number of Cases Filed by Victim Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Number%20of%20Cases%20Filed%20by%20Victim%20Race%20Ethnicity.csv
JD05,Ex_Serving Victims_Person and Sex Offense Dismissals Across Socioeconomic Status,7. Serving Victims,Person and Sex Offense Dismissals Across Socioeconomic Status,JD05 - Person and Sex Offense Dismissals Across Socioeconomic Status.csv,JD05/7. Serving Victims/JD05 - Person and Sex Offense Dismissals Across Socioeconomic Status.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Person%20and%20Sex%20Offense%20Dismissals%20Across%20Socioeconomic%20Status.csv
JD05,Ex_Serving Victims_Property Offense Dismissals Across Socioeconomic Status,7. Serving Victims,Property Offense Dismissals Across Socioeconomic Status,JD05 - Property Offense Dismissals Across Socioeconomic Status.csv,JD05/7. Serving Victims/JD05 - Property Offense Dismissals Across Socioeconomic Status.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Property%20Offense%20Dismissals%20Across%20Socioeconomic%20Status.csv
JD05,Ex_Serving Victims_Violent Victimization in Low Income Communities,7. Serving Victims,Violent Victimization in Low Income Communities,JD05 - Violent Victimization in Low Income Communities.csv,JD05/7. Serving Victims/JD05 - Violent Victimization in Low Income Communities.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Violent%20Victimization%20in%20Low%20Income%20Communities.csv
JD05,Ex_Serving Victims_Violent Victimization of People of Color,7. Serving Victims,Violent Victimization of People of Color,JD05 - Violent Victimization of People of Color.csv,JD05/7. Serving Victims/JD05 - Violent Victimization of People of Color.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/7.%20Serving%20Victims/JD05%20-%20Violent%20Victimization%20of%20People%20of%20Color.csv
JD05,Ex_Staffing and Caseloads_Felony Cases per Prosecutor,8. Staffing and Caseloads,Felony Cases per Prosecutor,JD05 - Felony Cases per Prosecutor.csv,JD05/8. Staffing and Caseloads/JD05 - Felony Cases per Prosecutor.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/8.%20Staffing%20and%20Caseloads/JD05%20-%20Felony%20Cases%20per%20Prosecutor.csv
JD05,Ex_Staffing and Caseloads_Misdemeanor Cases per Prosecutor,8. Staffing and Caseloads,Misdemeanor Cases per Prosecutor,JD05 - Misdemeanor Cases per Prosecutor.csv,JD05/8. Staffing and Caseloads/JD05 - Misdemeanor Cases per Prosecutor.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/8.%20Staffing%20and%20Caseloads/JD05%20-%20Misdemeanor%20Cases%20per%20Prosecutor.csv
JD05,Ex_Staffing and Caseloads_Office Staff,8. Staffing and Caseloads,Office Staff,JD05 - Office Staff.csv,JD05/8. Staffing and Caseloads/JD05 - Office Staff.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD05/8.%20Staffing%20and%20Caseloads/JD05%20-%20Office%20Staff.csv
JD06,Ex_Felony Referrals_Case Filling Differences by Defendant Race_Ethnicity,1. Felony Referrals,Case Filling Differences by Defendant Race Ethnicity,JD06 - Case Filling Differences by Defendant Race Ethnicity.csv,JD06/1. Felony Referrals/JD06 - Case Filling Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/1.%20Felony%20Referrals/JD06%20-%20Case%20Filling%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD06,Ex_Felony Referrals_Identifying Dismissible Cases at Filing,1. Felony Referrals,Identifying Dismissible Cases at Filing,JD06 - Identifying Dismissible Cases at Filing.csv,JD06/1. Felony Referrals/JD06 - Identifying Dismissible Cases at Filing.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/1.%20Felony%20Referrals/JD06%20-%20Identifying%20Dismissible%20Cases%20at%20Filing.csv
JD06,Ex_Felony Referrals_Number of Felony Referrals Filed and Number Declined,1. Felony Referrals,Number of Felony Referrals Filed and Number Declined,JD06 - Number of Felony Referrals Filed and Number Declined.csv,JD06/1. Felony Referrals/JD06 - Number of Felony Referrals Filed and Number Declined.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/1.%20Felony%20Referrals/JD06%20-%20Number%20of%20Felony%20Referrals%20Filed%20and%20Number%20Declined.csv
JD06,Ex_Felony Referrals_Percent of Felony Referrals Declined,1. Felony Referrals,Percent of Felony Referrals Declined,JD06 - Percent of Felony Referrals Declined.csv,JD06/1. Felony Referrals/JD06 - Percent of Felony Referrals Declined.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/1.%20Felony%20Referrals/JD06%20-%20Percent%20of%20Felony%20Referrals%20Declined.csv
JD06,Ex_Felony Referrals_Reducing Felony Charges,1. Felony Referrals,Reducing Felony Charges,JD06 - Reducing Felony Charges.csv,JD06/1. Felony Referrals/JD06 - Reducing Felony Charges.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/1.%20Felony%20Referrals/JD06%20-%20Reducing%20Felony%20Charges.csv
JD06,Ex_Charging and Filing_Cases Filed,2. Charging and Filing,Cases Filed,JD06 - Cases Filed.csv,JD06/2. Charging and Filing/JD06 - Cases Filed.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Cases%20Filed.csv
JD06,Ex_Charging and Filing_Number of Cases Filed by Quarter and Charge Level,2. Charging and Filing,Number of Cases Filed by Quarter and Charge Level,JD06 - Number of Cases Filed by Quarter and Charge Level.csv,JD06/2. Charging and Filing/JD06 - Number of Cases Filed by Quarter and Charge Level.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Number%20of%20Cases%20Filed%20by%20Quarter%20and%20Charge%20Level.csv
JD06,Ex_Charging and Filing_Number of Cases Filed by Year,2. Charging and Filing,Number of Cases Filed by Year,JD06 - Number of Cases Filed by Year.csv,JD06/2. Charging and Filing/JD06 - Number of Cases Filed by Year.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Number%20of%20Cases%20Filed%20by%20Year.csv
JD06,Ex_Charging and Filing_Number of Cases Filed by Year and Charge Level,2. Charging and Filing,Number of Cases Filed by Year and Charge Level,JD06 - Number of Cases Filed by Year and Charge Level.csv,JD06/2. Charging and Filing/JD06 - Number of Cases Filed by Year and Charge Level.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Number%20of%20Cases%20Filed%20by%20Year%20and%20Charge%20Level.csv
JD06,Ex_Charging and Filing_Number of Cases Filed by Year and Charge Type,2. Charging and Filing,Number of Cases Filed by Year and Charge Type,JD06 - Number of Cases Filed by Year and Charge Type.csv,JD06/2. Charging and Filing/JD06 - Number of Cases Filed by Year and Charge Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Number%20of%20Cases%20Filed%20by%20Year%20and%20Charge%20Type.csv
JD06,Ex_Charging and Filing_Percent of Cases Filed as Felonies,2. Charging and Filing,Percent of Cases Filed as Felonies,JD06 - Percent of Cases Filed as Felonies.csv,JD06/2. Charging and Filing/JD06 - Percent of Cases Filed as Felonies.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Percent%20of%20Cases%20Filed%20as%20Felonies.csv
JD06,Ex_Charging and Filing_Violent Crimes Filed by Quarter,2. Charging and Filing,Violent Crimes Filed by Quarter,JD06 - Violent Crimes Filed by Quarter.csv,JD06/2. Charging and Filing/JD06 - Violent Crimes Filed by Quarter.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Violent%20Crimes%20Filed%20by%20Quarter.csv
JD06,Ex_Charging and Filing_Violent Crimes Filed by Year,2. Charging and Filing,Violent Crimes Filed by Year,JD06 - Violent Crimes Filed by Year.csv,JD06/2. Charging and Filing/JD06 - Violent Crimes Filed by Year.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/2.%20Charging%20and%20Filing/JD06%20-%20Violent%20Crimes%20Filed%20by%20Year.csv
JD06,Ex_Case Resolution_Cases Resolved,3. Case Resolution,Cases Resolved,JD06 - Cases Resolved.csv,JD06/3. Case Resolution/JD06 - Cases Resolved.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Cases%20Resolved.csv
JD06,Ex_Case Resolution_Conforming to ABA Time Standards - Felonies,3. Case Resolution,Conforming to ABA Time Standards - Felonies,JD06 - Conforming to ABA Time Standards - Felonies.csv,JD06/3. Case Resolution/JD06 - Conforming to ABA Time Standards - Felonies.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Conforming%20to%20ABA%20Time%20Standards%20-%20Felonies.csv
JD06,Ex_Case Resolution_Conforming to ABA Time Standards - Misdemeanors,3. Case Resolution,Conforming to ABA Time Standards - Misdemeanors,JD06 - Conforming to ABA Time Standards - Misdemeanors.csv,JD06/3. Case Resolution/JD06 - Conforming to ABA Time Standards - Misdemeanors.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Conforming%20to%20ABA%20Time%20Standards%20-%20Misdemeanors.csv
JD06,Ex_Case Resolution_Felonies Resolved as Misdemeanors,3. Case Resolution,Felonies Resolved as Misdemeanors,JD06 - Felonies Resolved as Misdemeanors.csv,JD06/3. Case Resolution/JD06 - Felonies Resolved as Misdemeanors.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Felonies%20Resolved%20as%20Misdemeanors.csv
JD06,Ex_Case Resolution_Felony Cases Resolved by Disposition Type,3. Case Resolution,Felony Cases Resolved by Disposition Type,JD06 - Felony Cases Resolved by Disposition Type.csv,JD06/3. Case Resolution/JD06 - Felony Cases Resolved by Disposition Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Felony%20Cases%20Resolved%20by%20Disposition%20Type.csv
JD06,Ex_Case Resolution_Felony Dismissal Timeliness,3. Case Resolution,Felony Dismissal Timeliness,JD06 - Felony Dismissal Timeliness.csv,JD06/3. Case Resolution/JD06 - Felony Dismissal Timeliness.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Felony%20Dismissal%20Timeliness.csv
JD06,Ex_Case Resolution_Minimizing Delays in Felony Case Processing by Limiting Hearings,3. Case Resolution,Minimizing Delays in Felony Case Processing by Limiting Hearings,JD06 - Minimizing Delays in Felony Case Processing by Limiting Hearings.csv,JD06/3. Case Resolution/JD06 - Minimizing Delays in Felony Case Processing by Limiting Hearings.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Minimizing%20Delays%20in%20Felony%20Case%20Processing%20by%20Limiting%20Hearings.csv
JD06,Ex_Case Resolution_Misdemeanor Cases Resolved by Disposition Type,3. Case Resolution,Misdemeanor Cases Resolved by Disposition Type,JD06 - Misdemeanor Cases Resolved by Disposition Type.csv,JD06/3. Case Resolution/JD06 - Misdemeanor Cases Resolved by Disposition Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Misdemeanor%20Cases%20Resolved%20by%20Disposition%20Type.csv
JD06,Ex_Case Resolution_Plea Differences by Defendant Race_Ethnicity,3. Case Resolution,Plea Differences by Defendant Race Ethnicity,JD06 - Plea Differences by Defendant Race Ethnicity.csv,JD06/3. Case Resolution/JD06 - Plea Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Plea%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD06,Ex_Case Resolution_Time to Felony Resolution,3. Case Resolution,Time to Felony Resolution,JD06 - Time to Felony Resolution.csv,JD06/3. Case Resolution/JD06 - Time to Felony Resolution.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/3.%20Case%20Resolution/JD06%20-%20Time%20to%20Felony%20Resolution.csv
JD06,Ex_Sentencing_Community Corrections as an Alternative to Prison for Felonies,5. Sentencing,Community Corrections as an Alternative to Prison for Felonies,JD06 - Community Corrections as an Alternative to Prison for Felonies.csv,JD06/5. Sentencing/JD06 - Community Corrections as an Alternative to Prison for Felonies.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Community%20Corrections%20as%20an%20Alternative%20to%20Prison%20for%20Felonies.csv
JD06,Ex_Sentencing_Felony Incarceration Differences by Defendant Race_Ethnicity,5. Sentencing,Felony Incarceration Differences by Defendant Race Ethnicity,JD06 - Felony Incarceration Differences by Defendant Race Ethnicity.csv,JD06/5. Sentencing/JD06 - Felony Incarceration Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Felony%20Incarceration%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD06,Ex_Sentencing_Felony Incarceration Differences by Defense Attorney Type,5. Sentencing,Felony Incarceration Differences by Defense Attorney Type,JD06 - Felony Incarceration Differences by Defense Attorney Type.csv,JD06/5. Sentencing/JD06 - Felony Incarceration Differences by Defense Attorney Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Felony%20Incarceration%20Differences%20by%20Defense%20Attorney%20Type.csv
JD06,Ex_Sentencing_Felony Incarceration Differences by Median Household Income,5. Sentencing,Felony Incarceration Differences by Median Household Income,JD06 - Felony Incarceration Differences by Median Household Income.csv,JD06/5. Sentencing/JD06 - Felony Incarceration Differences by Median Household Income.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Felony%20Incarceration%20Differences%20by%20Median%20Household%20Income.csv
JD06,Ex_Sentencing_Felony Sentences Imposed by Sentence Type,5. Sentencing,Felony Sentences Imposed by Sentence Type,JD06 - Felony Sentences Imposed by Sentence Type.csv,JD06/5. Sentencing/JD06 - Felony Sentences Imposed by Sentence Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Felony%20Sentences%20Imposed%20by%20Sentence%20Type.csv
JD06,Ex_Sentencing_Incarceration for Serious Offenses,5. Sentencing,Incarceration for Serious Offenses,JD06 - Incarceration for Serious Offenses.csv,JD06/5. Sentencing/JD06 - Incarceration for Serious Offenses.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Incarceration%20for%20Serious%20Offenses.csv
JD06,Ex_Sentencing_Misdemeanor Sentences Imposed by Sentence Type,5. Sentencing,Misdemeanor Sentences Imposed by Sentence Type,JD06 - Misdemeanor Sentences Imposed by Sentence Type.csv,JD06/5. Sentencing/JD06 - Misdemeanor Sentences Imposed by Sentence Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Misdemeanor%20Sentences%20Imposed%20by%20Sentence%20Type.csv
JD06,Ex_Sentencing_Pretrial Detention Differences by Defendant Race_Ethnicity,5. Sentencing,Pretrial Detention Differences by Defendant Race Ethnicity,JD06 - Pretrial Detention Differences by Defendant Race Ethnicity.csv,JD06/5. Sentencing/JD06 - Pretrial Detention Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Pretrial%20Detention%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD06,Ex_Sentencing_Recidivism After Non-Incarcerative Sentences,5. Sentencing,Recidivism After Non-Incarcerative Sentences,JD06 - Recidivism After Non-Incarcerative Sentences.csv,JD06/5. Sentencing/JD06 - Recidivism After Non-Incarcerative Sentences.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Recidivism%20After%20Non-Incarcerative%20Sentences.csv
JD06,Ex_Sentencing_Reducing Pretrial Detention for Non-Traffic Cases,5. Sentencing,Reducing Pretrial Detention for Non-Traffic Cases,JD06 - Reducing Pretrial Detention for Non-Traffic Cases.csv,JD06/5. Sentencing/JD06 - Reducing Pretrial Detention for Non-Traffic Cases.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD06/5.%20Sentencing/JD06%20-%20Reducing%20Pretrial%20Detention%20for%20Non-Traffic%20Cases.csv
