District,SQLTable,Category,Report,FileName,GitHubPath,RawURL
JD11,Ex_Case Resolution_Cases Resolved,3. Case Resolution,Cases Resolved,JD11 - Cases Resolved.csv,JD11/3. Case Resolution/JD11 - Cases Resolved.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Cases%20Resolved.csv
JD11,Ex_Case Resolution_Conforming to ABA Time Standards - Felonies,3. Case Resolution,Conforming to ABA Time Standards - Felonies,JD11 - Conforming to ABA Time Standards - Felonies.csv,JD11/3. Case Resolution/JD11 - Conforming to ABA Time Standards - Felonies.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Conforming%20to%20ABA%20Time%20Standards%20-%20Felonies.csv
JD11,Ex_Case Resolution_Conforming to ABA Time Standards - Misdemeanors,3. Case Resolution,Conforming to ABA Time Standards - Misdemeanors,JD11 - Conforming to ABA Time Standards - Misdemeanors.csv,JD11/3. Case Resolution/JD11 - Conforming to ABA Time Standards - Misdemeanors.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Conforming%20to%20ABA%20Time%20Standards%20-%20Misdemeanors.csv
JD11,Ex_Case Resolution_Felonies Resolved as Misdemeanors,3. Case Resolution,Felonies Resolved as Misdemeanors,JD11 - Felonies Resolved as Misdemeanors.csv,JD11/3. Case Resolution/JD11 - Felonies Resolved as Misdemeanors.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Felonies%20Resolved%20as%20Misdemeanors.csv
JD11,Ex_Case Resolution_Felony Cases Resolved by Disposition Type,3. Case Resolution,Felony Cases Resolved by Disposition Type,JD11 - Felony Cases Resolved by Disposition Type.csv,JD11/3. Case Resolution/JD11 - Felony Cases Resolved by Disposition Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Felony%20Cases%20Resolved%20by%20Disposition%20Type.csv
JD11,Ex_Case Resolution_Felony Dismissal Timeliness,3. Case Resolution,Felony Dismissal Timeliness,JD11 - Felony Dismissal Timeliness.csv,JD11/3. Case Resolution/JD11 - Felony Dismissal Timeliness.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Felony%20Dismissal%20Timeliness.csv
JD11,Ex_Case Resolution_Minimizing Delays in Felony Case Processing by Limiting Hearings,3. Case Resolution,Minimizing Delays in Felony Case Processing by Limiting Hearings,JD11 - Minimizing Delays in Felony Case Processing by Limiting Hearings.csv,JD11/3. Case Resolution/JD11 - Minimizing Delays in Felony Case Processing by Limiting Hearings.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Minimizing%20Delays%20in%20Felony%20Case%20Processing%20by%20Limiting%20Hearings.csv
JD11,Ex_Case Resolution_Misdemeanor Cases Resolved by Disposition Type,3. Case Resolution,Misdemeanor Cases Resolved by Disposition Type,JD11 - Misdemeanor Cases Resolved by Disposition Type.csv,JD11/3. Case Resolution/JD11 - Misdemeanor Cases Resolved by Disposition Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Misdemeanor%20Cases%20Resolved%20by%20Disposition%20Type.csv
JD11,Ex_Case Resolution_Plea Differences by Defendant Race_Ethnicity,3. Case Resolution,Plea Differences by Defendant Race Ethnicity,JD11 - Plea Differences by Defendant Race Ethnicity.csv,JD11/3. Case Resolution/JD11 - Plea Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Plea%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD11,Ex_Case Resolution_Time to Felony Resolution,3. Case Resolution,Time to Felony Resolution,JD11 - Time to Felony Resolution.csv,JD11/3. Case Resolution/JD11 - Time to Felony Resolution.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/3.%20Case%20Resolution/JD11%20-%20Time%20to%20Felony%20Resolution.csv
JD11,Ex_Sentencing_Community Corrections as an Alternative to Prison for Felonies,5. Sentencing,Community Corrections as an Alternative to Prison for Felonies,JD11 - Community Corrections as an Alternative to Prison for Felonies.csv,JD11/5. Sentencing/JD11 - Community Corrections as an Alternative to Prison for Felonies.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Community%20Corrections%20as%20an%20Alternative%20to%20Prison%20for%20Felonies.csv
JD11,Ex_Sentencing_Felony Incarceration Differences by Defendant Race_Ethnicity,5. Sentencing,Felony Incarceration Differences by Defendant Race Ethnicity,JD11 - Felony Incarceration Differences by Defendant Race Ethnicity.csv,JD11/5. Sentencing/JD11 - Felony Incarceration Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Felony%20Incarceration%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD11,Ex_Sentencing_Felony Incarceration Differences by Defense Attorney Type,5. Sentencing,Felony Incarceration Differences by Defense Attorney Type,JD11 - Felony Incarceration Differences by Defense Attorney Type.csv,JD11/5. Sentencing/JD11 - Felony Incarceration Differences by Defense Attorney Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Felony%20Incarceration%20Differences%20by%20Defense%20Attorney%20Type.csv
JD11,Ex_Sentencing_Felony Incarceration Differences by Median Household Income,5. Sentencing,Felony Incarceration Differences by Median Household Income,JD11 - Felony Incarceration Differences by Median Household Income.csv,JD11/5. Sentencing/JD11 - Felony Incarceration Differences by Median Household Income.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Felony%20Incarceration%20Differences%20by%20Median%20Household%20Income.csv
JD11,Ex_Sentencing_Felony Sentences Imposed by Sentence Type,5. Sentencing,Felony Sentences Imposed by Sentence Type,JD11 - Felony Sentences Imposed by Sentence Type.csv,JD11/5. Sentencing/JD11 - Felony Sentences Imposed by Sentence Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Felony%20Sentences%20Imposed%20by%20Sentence%20Type.csv
JD11,Ex_Sentencing_Incarceration for Serious Offenses,5. Sentencing,Incarceration for Serious Offenses,JD11 - Incarceration for Serious Offenses.csv,JD11/5. Sentencing/JD11 - Incarceration for Serious Offenses.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Incarceration%20for%20Serious%20Offenses.csv
JD11,Ex_Sentencing_Misdemeanor Sentences Imposed by Sentence Type,5. Sentencing,Misdemeanor Sentences Imposed by Sentence Type,JD11 - Misdemeanor Sentences Imposed by Sentence Type.csv,JD11/5. Sentencing/JD11 - Misdemeanor Sentences Imposed by Sentence Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Misdemeanor%20Sentences%20Imposed%20by%20Sentence%20Type.csv
JD11,Ex_Sentencing_Pretrial Detention Differences by Defendant Race_Ethnicity,5. Sentencing,Pretrial Detention Differences by Defendant Race Ethnicity,JD11 - Pretrial Detention Differences by Defendant Race Ethnicity.csv,JD11/5. Sentencing/JD11 - Pretrial Detention Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Pretrial%20Detention%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD11,Ex_Sentencing_Recidivism After Non-Incarcerative Sentences,5. Sentencing,Recidivism After Non-Incarcerative Sentences,JD11 - Recidivism After Non-Incarcerative Sentences.csv,JD11/5. Sentencing/JD11 - Recidivism After Non-Incarcerative Sentences.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Recidivism%20After%20Non-Incarcerative%20Sentences.csv
JD11,Ex_Sentencing_Reducing Pretrial Detention for Non-Traffic Cases,5. Sentencing,Reducing Pretrial Detention for Non-Traffic Cases,JD11 - Reducing Pretrial Detention for Non-Traffic Cases.csv,JD11/5. Sentencing/JD11 - Reducing Pretrial Detention for Non-Traffic Cases.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Reducing%20Pretrial%20Detention%20for%20Non-Traffic%20Cases.csv
JD11,Ex_Sentencing_Reserving Incarceration for Serious Offenses,5. Sentencing,Reserving Incarceration for Serious Offenses,JD11 - Reserving Incarceration for Serious Offenses.csv,JD11/5. Sentencing/JD11 - Reserving Incarceration for Serious Offenses.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Reserving%20Incarceration%20for%20Serious%20Offenses.csv
JD11,Ex_Sentencing_Sentences Imposed,5. Sentencing,Sentences Imposed,JD11 - Sentences Imposed.csv,JD11/5. Sentencing/JD11 - Sentences Imposed.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/5.%20Sentencing/JD11%20-%20Sentences%20Imposed.csv
JD11,"Ex_Defendant Characteristics_District Population, by Race_Ethnicity 2022 Census",6. Defendant Characteristics,"District Population, by Race Ethnicity 2022 Census","JD11 - District Population, by Race Ethnicity 2022 Census.csv","JD11/6. Defendant Characteristics/JD11 - District Population, by Race Ethnicity 2022 Census.csv",https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/6.%20Defendant%20Characteristics/JD11%20-%20District%20Population%2C%20by%20Race%20Ethnicity%202022%20Census.csv
JD11,Ex_Defendant Characteristics_Escalation in Criminal Behavior,6. Defendant Characteristics,Escalation in Criminal Behavior,JD11 - Escalation in Criminal Behavior.csv,JD11/6. Defendant Characteristics/JD11 - Escalation in Criminal Behavior.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/6.%20Defendant%20Characteristics/JD11%20-%20Escalation%20in%20Criminal%20Behavior.csv
JD11,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Age,6. Defendant Characteristics,Number of Cases Filed by Defendant Age,JD11 - Number of Cases Filed by Defendant Age.csv,JD11/6. Defendant Characteristics/JD11 - Number of Cases Filed by Defendant Age.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/6.%20Defendant%20Characteristics/JD11%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Age.csv
JD11,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Criminal History,6. Defendant Characteristics,Number of Cases Filed by Defendant Criminal History,JD11 - Number of Cases Filed by Defendant Criminal History.csv,JD11/6. Defendant Characteristics/JD11 - Number of Cases Filed by Defendant Criminal History.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/6.%20Defendant%20Characteristics/JD11%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Criminal%20History.csv
JD11,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Gender,6. Defendant Characteristics,Number of Cases Filed by Defendant Gender,JD11 - Number of Cases Filed by Defendant Gender.csv,JD11/6. Defendant Characteristics/JD11 - Number of Cases Filed by Defendant Gender.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/6.%20Defendant%20Characteristics/JD11%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Gender.csv
JD11,Ex_Defendant Characteristics_Number of Cases Filed by Defendant Race_Ethnicity,6. Defendant Characteristics,Number of Cases Filed by Defendant Race Ethnicity,JD11 - Number of Cases Filed by Defendant Race Ethnicity.csv,JD11/6. Defendant Characteristics/JD11 - Number of Cases Filed by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/6.%20Defendant%20Characteristics/JD11%20-%20Number%20of%20Cases%20Filed%20by%20Defendant%20Race%20Ethnicity.csv
JD11,Ex_Defendant Characteristics_Violent Recidivism,6. Defendant Characteristics,Violent Recidivism,JD11 - Violent Recidivism.csv,JD11/6. Defendant Characteristics/JD11 - Violent Recidivism.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/6.%20Defendant%20Characteristics/JD11%20-%20Violent%20Recidivism.csv
JD11,Ex_Serving Victims_Case Dismissal Differences by Victim Race_Ethnicity,7. Serving Victims,Case Dismissal Differences by Victim Race Ethnicity,JD11 - Case Dismissal Differences by Victim Race Ethnicity.csv,JD11/7. Serving Victims/JD11 - Case Dismissal Differences by Victim Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Case%20Dismissal%20Differences%20by%20Victim%20Race%20Ethnicity.csv
JD11,Ex_Serving Victims_Convictions in Sexual Assault Cases,7. Serving Victims,Convictions in Sexual Assault Cases,JD11 - Convictions in Sexual Assault Cases.csv,JD11/7. Serving Victims/JD11 - Convictions in Sexual Assault Cases.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Convictions%20in%20Sexual%20Assault%20Cases.csv
JD11,Ex_Serving Victims_Monitoring Violent Victimization of Children,7. Serving Victims,Monitoring Violent Victimization of Children,JD11 - Monitoring Violent Victimization of Children.csv,JD11/7. Serving Victims/JD11 - Monitoring Violent Victimization of Children.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Monitoring%20Violent%20Victimization%20of%20Children.csv
JD11,Ex_Serving Victims_Number of Cases Filed by Victim Age,7. Serving Victims,Number of Cases Filed by Victim Age,JD11 - Number of Cases Filed by Victim Age.csv,JD11/7. Serving Victims/JD11 - Number of Cases Filed by Victim Age.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Number%20of%20Cases%20Filed%20by%20Victim%20Age.csv
JD11,Ex_Serving Victims_Number of Cases Filed by Victim Gender,7. Serving Victims,Number of Cases Filed by Victim Gender,JD11 - Number of Cases Filed by Victim Gender.csv,JD11/7. Serving Victims/JD11 - Number of Cases Filed by Victim Gender.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Number%20of%20Cases%20Filed%20by%20Victim%20Gender.csv
JD11,Ex_Serving Victims_Number of Cases Filed by Victim Race_Ethnicity,7. Serving Victims,Number of Cases Filed by Victim Race Ethnicity,JD11 - Number of Cases Filed by Victim Race Ethnicity.csv,JD11/7. Serving Victims/JD11 - Number of Cases Filed by Victim Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Number%20of%20Cases%20Filed%20by%20Victim%20Race%20Ethnicity.csv
JD11,Ex_Serving Victims_Person and Sex Offense Dismissals Across Socioeconomic Status,7. Serving Victims,Person and Sex Offense Dismissals Across Socioeconomic Status,JD11 - Person and Sex Offense Dismissals Across Socioeconomic Status.csv,JD11/7. Serving Victims/JD11 - Person and Sex Offense Dismissals Across Socioeconomic Status.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Person%20and%20Sex%20Offense%20Dismissals%20Across%20Socioeconomic%20Status.csv
JD11,Ex_Serving Victims_Property Offense Dismissals Across Socioeconomic Status,7. Serving Victims,Property Offense Dismissals Across Socioeconomic Status,JD11 - Property Offense Dismissals Across Socioeconomic Status.csv,JD11/7. Serving Victims/JD11 - Property Offense Dismissals Across Socioeconomic Status.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Property%20Offense%20Dismissals%20Across%20Socioeconomic%20Status.csv
JD11,Ex_Serving Victims_Violent Victimization in Low Income Communities,7. Serving Victims,Violent Victimization in Low Income Communities,JD11 - Violent Victimization in Low Income Communities.csv,JD11/7. Serving Victims/JD11 - Violent Victimization in Low Income Communities.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Violent%20Victimization%20in%20Low%20Income%20Communities.csv
JD11,Ex_Serving Victims_Violent Victimization of People of Color,7. Serving Victims,Violent Victimization of People of Color,JD11 - Violent Victimization of People of Color.csv,JD11/7. Serving Victims/JD11 - Violent Victimization of People of Color.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/7.%20Serving%20Victims/JD11%20-%20Violent%20Victimization%20of%20People%20of%20Color.csv
JD11,Ex_Staffing and Caseloads_Felony Cases per Prosecutor,8. Staffing and Caseloads,Felony Cases per Prosecutor,JD11 - Felony Cases per Prosecutor.csv,JD11/8. Staffing and Caseloads/JD11 - Felony Cases per Prosecutor.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/8.%20Staffing%20and%20Caseloads/JD11%20-%20Felony%20Cases%20per%20Prosecutor.csv
JD11,Ex_Staffing and Caseloads_Misdemeanor Cases per Prosecutor,8. Staffing and Caseloads,Misdemeanor Cases per Prosecutor,JD11 - Misdemeanor Cases per Prosecutor.csv,JD11/8. Staffing and Caseloads/JD11 - Misdemeanor Cases per Prosecutor.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD11/8.%20Staffing%20and%20Caseloads/JD11%20-%20Misdemeanor%20Cases%20per%20Prosecutor.csv
JD12,Ex_Felony Referrals_Case Filling Differences by Defendant Race_Ethnicity,1. Felony Referrals,Case Filling Differences by Defendant Race Ethnicity,JD12 - Case Filling Differences by Defendant Race Ethnicity.csv,JD12/1. Felony Referrals/JD12 - Case Filling Differences by Defendant Race Ethnicity.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/1.%20Felony%20Referrals/JD12%20-%20Case%20Filling%20Differences%20by%20Defendant%20Race%20Ethnicity.csv
JD12,Ex_Felony Referrals_Identifying Dismissible Cases at Filing,1. Felony Referrals,Identifying Dismissible Cases at Filing,JD12 - Identifying Dismissible Cases at Filing.csv,JD12/1. Felony Referrals/JD12 - Identifying Dismissible Cases at Filing.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/1.%20Felony%20Referrals/JD12%20-%20Identifying%20Dismissible%20Cases%20at%20Filing.csv
JD12,Ex_Felony Referrals_Number of Felony Referrals Filed and Number Declined,1. Felony Referrals,Number of Felony Referrals Filed and Number Declined,JD12 - Number of Felony Referrals Filed and Number Declined.csv,JD12/1. Felony Referrals/JD12 - Number of Felony Referrals Filed and Number Declined.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/1.%20Felony%20Referrals/JD12%20-%20Number%20of%20Felony%20Referrals%20Filed%20and%20Number%20Declined.csv
JD12,Ex_Felony Referrals_Percent of Felony Referrals Declined,1. Felony Referrals,Percent of Felony Referrals Declined,JD12 - Percent of Felony Referrals Declined.csv,JD12/1. Felony Referrals/JD12 - Percent of Felony Referrals Declined.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/1.%20Felony%20Referrals/JD12%20-%20Percent%20of%20Felony%20Referrals%20Declined.csv
JD12,Ex_Felony Referrals_Reducing Felony Charges,1. Felony Referrals,Reducing Felony Charges,JD12 - Reducing Felony Charges.csv,JD12/1. Felony Referrals/JD12 - Reducing Felony Charges.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/1.%20Felony%20Referrals/JD12%20-%20Reducing%20Felony%20Charges.csv
JD12,Ex_Charging and Filing_Cases Filed,2. Charging and Filing,Cases Filed,JD12 - Cases Filed.csv,JD12/2. Charging and Filing/JD12 - Cases Filed.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Cases%20Filed.csv
JD12,Ex_Charging and Filing_Number of Cases Filed by Quarter and Charge Level,2. Charging and Filing,Number of Cases Filed by Quarter and Charge Level,JD12 - Number of Cases Filed by Quarter and Charge Level.csv,JD12/2. Charging and Filing/JD12 - Number of Cases Filed by Quarter and Charge Level.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Number%20of%20Cases%20Filed%20by%20Quarter%20and%20Charge%20Level.csv
JD12,Ex_Charging and Filing_Number of Cases Filed by Year,2. Charging and Filing,Number of Cases Filed by Year,JD12 - Number of Cases Filed by Year.csv,JD12/2. Charging and Filing/JD12 - Number of Cases Filed by Year.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Number%20of%20Cases%20Filed%20by%20Year.csv
JD12,Ex_Charging and Filing_Number of Cases Filed by Year and Charge Level,2. Charging and Filing,Number of Cases Filed by Year and Charge Level,JD12 - Number of Cases Filed by Year and Charge Level.csv,JD12/2. Charging and Filing/JD12 - Number of Cases Filed by Year and Charge Level.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Number%20of%20Cases%20Filed%20by%20Year%20and%20Charge%20Level.csv
JD12,Ex_Charging and Filing_Number of Cases Filed by Year and Charge Type,2. Charging and Filing,Number of Cases Filed by Year and Charge Type,JD12 - Number of Cases Filed by Year and Charge Type.csv,JD12/2. Charging and Filing/JD12 - Number of Cases Filed by Year and Charge Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Number%20of%20Cases%20Filed%20by%20Year%20and%20Charge%20Type.csv
JD12,Ex_Charging and Filing_Percent of Cases Filed as Felonies,2. Charging and Filing,Percent of Cases Filed as Felonies,JD12 - Percent of Cases Filed as Felonies.csv,JD12/2. Charging and Filing/JD12 - Percent of Cases Filed as Felonies.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Percent%20of%20Cases%20Filed%20as%20Felonies.csv
JD12,Ex_Charging and Filing_Violent Crimes Filed by Quarter,2. Charging and Filing,Violent Crimes Filed by Quarter,JD12 - Violent Crimes Filed by Quarter.csv,JD12/2. Charging and Filing/JD12 - Violent Crimes Filed by Quarter.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Violent%20Crimes%20Filed%20by%20Quarter.csv
JD12,Ex_Charging and Filing_Violent Crimes Filed by Year,2. Charging and Filing,Violent Crimes Filed by Year,JD12 - Violent Crimes Filed by Year.csv,JD12/2. Charging and Filing/JD12 - Violent Crimes Filed by Year.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/2.%20Charging%20and%20Filing/JD12%20-%20Violent%20Crimes%20Filed%20by%20Year.csv
JD12,Ex_Case Resolution_Cases Resolved,3. Case Resolution,Cases Resolved,JD12 - Cases Resolved.csv,JD12/3. Case Resolution/JD12 - Cases Resolved.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Cases%20Resolved.csv
JD12,Ex_Case Resolution_Conforming to ABA Time Standards - Felonies,3. Case Resolution,Conforming to ABA Time Standards - Felonies,JD12 - Conforming to ABA Time Standards - Felonies.csv,JD12/3. Case Resolution/JD12 - Conforming to ABA Time Standards - Felonies.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Conforming%20to%20ABA%20Time%20Standards%20-%20Felonies.csv
JD12,Ex_Case Resolution_Conforming to ABA Time Standards - Misdemeanors,3. Case Resolution,Conforming to ABA Time Standards - Misdemeanors,JD12 - Conforming to ABA Time Standards - Misdemeanors.csv,JD12/3. Case Resolution/JD12 - Conforming to ABA Time Standards - Misdemeanors.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Conforming%20to%20ABA%20Time%20Standards%20-%20Misdemeanors.csv
JD12,Ex_Case Resolution_Felonies Resolved as Misdemeanors,3. Case Resolution,Felonies Resolved as Misdemeanors,JD12 - Felonies Resolved as Misdemeanors.csv,JD12/3. Case Resolution/JD12 - Felonies Resolved as Misdemeanors.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Felonies%20Resolved%20as%20Misdemeanors.csv
JD12,Ex_Case Resolution_Felony Cases Resolved by Disposition Type,3. Case Resolution,Felony Cases Resolved by Disposition Type,JD12 - Felony Cases Resolved by Disposition Type.csv,JD12/3. Case Resolution/JD12 - Felony Cases Resolved by Disposition Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Felony%20Cases%20Resolved%20by%20Disposition%20Type.csv
JD12,Ex_Case Resolution_Felony Dismissal Timeliness,3. Case Resolution,Felony Dismissal Timeliness,JD12 - Felony Dismissal Timeliness.csv,JD12/3. Case Resolution/JD12 - Felony Dismissal Timeliness.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Felony%20Dismissal%20Timeliness.csv
JD12,Ex_Case Resolution_Minimizing Delays in Felony Case Processing by Limiting Hearings,3. Case Resolution,Minimizing Delays in Felony Case Processing by Limiting Hearings,JD12 - Minimizing Delays in Felony Case Processing by Limiting Hearings.csv,JD12/3. Case Resolution/JD12 - Minimizing Delays in Felony Case Processing by Limiting Hearings.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Minimizing%20Delays%20in%20Felony%20Case%20Processing%20by%20Limiting%20Hearings.csv
JD12,Ex_Case Resolution_Misdemeanor Cases Resolved by Disposition Type,3. Case Resolution,Misdemeanor Cases Resolved by Disposition Type,JD12 - Misdemeanor Cases Resolved by Disposition Type.csv,JD12/3. Case Resolution/JD12 - Misdemeanor Cases Resolved by Disposition Type.csv,https://raw.githubusercontent.com/CDACABRAHAM/external-dashboard-data/refs/heads/main/JD12/3.%20Case%20Resolution/JD12%20-%20Misdemeanor%20Cases%20Resolved%20by%20Disposition%20Type.csv
