District,Disposition Year,Highest Income Neighborhood Cases Dismissed,Highest Income Neighborhood Cases Not Dismissed,Highest Income Neighborhood Total Cases Disposed,Lowest Income Neighborhood Cases Dismissed,Lowest Income Neighborhood Cases Not Dismissed,Lowest Income Neighborhood Total Cases Disposed,Percent of cases in highest income zip codes dismissed,Percent of cases in lowest income zip codes dismissed
07,2020,75,172,247,90,241,331,30.36437247,27.19033233
07,2021,82,223,305,121,324,445,26.8852459,27.19101124
07,2022,109,224,333,139,282,421,32.73273273,33.01662708
07,2023,122,263,385,181,295,476,31.68831169,38.02521008
07,2024,116,210,326,170,247,417,35.58282209,40.76738609
07,2025,116,195,311,148,195,343,37.29903537,43.14868805
