District,Filing Quarter,At least 1 prior violent conviction,No prior violent convictions,Total,Percent of defendants with prior violent conviction,Percent of defendants with no prior violent convictions
12,2024,18,110,128,14.0625,85.9375
12,2021,17,139,156,10.8974359,89.1025641
12,2022,26,130,156,16.66666667,83.33333333
12,2025,20,103,123,16.2601626,83.7398374
12,2019,20,128,148,13.51351351,86.48648649
12,2020,22,122,144,15.27777778,84.72222222
12,2023,24,146,170,14.11764706,85.88235294
12,2017,14,133,147,9.52380952,90.47619048
12,2018,10,118,128,7.8125,92.1875
