District,Metric,Felony,Misdemeanor
05,Filings 2025,618.0,5181.0
05,Change since 2024,-7.8987,7.9375
05,,,
05,Filings Quarter 4 2025,132.0,1457.0
05,Change since Quarter 4 2024,-25.8427,18.5517
