District,Disposition Year,Black No Pretrial,Black Pretrial,Black Total Cases,Hispanic No Pretrial,Hispanic Pretrial,Hispanic Total Cases,White No Pretrial,White Pretrial,White Total Cases,Percent of Black defendants detained pretrial,Percent of Hispanic defendants detained pretrial,Percent of White defendants detained pretrial
12,2020,10,5,15,206,79,285,166,73,239,33.33333333,27.71929825,30.54393305
12,2021,4,3,7,189,132,321,115,62,177,42.85714286,41.12149533,35.02824859
12,2022,5,7,12,182,164,346,148,81,229,58.33333333,47.39884393,35.37117904
12,2023,6,2,8,156,126,282,118,83,201,25.0,44.68085106,41.29353234
12,2024,2,3,5,135,120,255,104,87,191,60.0,47.05882353,45.54973822
12,2025,8,3,11,242,183,425,206,112,318,27.27272727,43.05882353,35.22012579
