District,Referral Year,Black Felony Referrals Filed,Black Felony Referrals Not Filed,Black Total Felony Referrals,Hispanic Felony Referrals Filed,Hispanic Felony Referrals Not Filed,Hispanic Total Felony Referrals,White Felony Referrals Filed,White Felony Referrals Not Filed,White Total Felony Referrals,Percent of cases involving Black defendants declined,Percent of cases involving Hispanic defendants declined,Percent of cases involving White defendants declined
23,2020,144,19,163,249,34,283,896,144,1040,11.65644172,12.01413428,13.84615385
23,2021,165,28,193,244,28,272,830,147,977,14.50777202,10.29411765,15.04605937
23,2022,160,29,189,263,42,305,821,176,997,15.34391534,13.7704918,17.65295888
23,2023,193,30,223,282,47,329,896,182,1078,13.4529148,14.28571429,16.88311688
23,2024,183,16,199,349,30,379,889,152,1041,8.04020101,7.91556728,14.60134486
23,2025,142,28,170,268,41,309,871,125,996,16.47058824,13.26860841,12.5502008
