District,Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
02,2020,730,454,530,14,74,3400
02,2021,855,379,559,21,119,3804
02,2022,958,385,590,18,122,4078
02,2023,937,298,630,11,95,3853
02,2024,1059,376,592,27,121,3800
02,2025,1078,298,595,16,74,3829
