District,Filing Quarter,Felony,Misdemeanor,Petty/Offense,Total,Percent of filed cases with a felony top charge
02,2017 Q1,1898,3250,25,5173,36.69050841
02,2017 Q2,1915,3092,46,5053,37.89827825
02,2017 Q3,2016,2830,35,4881,41.30301168
02,2017 Q4,1815,2807,47,4669,38.87342043
02,2018 Q1,1940,3171,50,5161,37.58961442
02,2018 Q2,2193,2948,57,5198,42.18930358
02,2018 Q3,2281,2840,64,5185,43.99228544
02,2018 Q4,2142,2751,43,4936,43.39546191
02,2019 Q1,2085,2882,32,4999,41.70834167
02,2019 Q2,2136,2390,32,4558,46.86265906
02,2019 Q3,2211,2176,32,4419,50.03394433
02,2019 Q4,2023,2240,23,4286,47.20018665
02,2020 Q1,1748,2479,29,4256,41.07142857
02,2020 Q2,1273,1346,15,2634,48.32953683
02,2020 Q3,1466,1558,11,3035,48.30313015
02,2020 Q4,1431,1435,12,2878,49.72202919
02,2021 Q1,1546,1747,17,3310,46.70694864
02,2021 Q2,1511,1685,11,3207,47.11568444
02,2021 Q3,1491,1942,44,3477,42.88179465
02,2021 Q4,1341,1541,27,2909,46.09831557
02,2022 Q1,1351,1686,51,3088,43.75
02,2022 Q2,1319,1700,72,3091,42.67227434
02,2022 Q3,1384,1677,27,3088,44.81865285
02,2022 Q4,1305,1689,32,3026,43.12623926
02,2023 Q1,1464,1778,38,3280,44.63414634
02,2023 Q2,1429,1882,77,3388,42.17827627
02,2023 Q3,1616,1981,56,3653,44.23761292
02,2023 Q4,1419,1786,44,3249,43.67497692
02,2024 Q1,1559,1928,49,3536,44.08936652
02,2024 Q2,1537,1814,30,3381,45.4599231
02,2024 Q3,1603,2120,66,3789,42.30667722
02,2024 Q4,1520,1706,72,3298,46.08853851
02,2025 Q1,1415,1778,85,3278,43.16656498
02,2025 Q2,1512,1930,71,3513,43.04013664
02,2025 Q3,1482,1796,76,3354,44.18604651
02,2025 Q4,1210,1484,48,2742,44.12837345
02,2026 Q1,1251,1629,21,2901,43.12306101
02,2026 Q2,1222,1607,29,2858,42.75717285
