District,Metric,Felony,Misdemeanor
21,Cases Resolved 2025,1312.0,5815.0
21,Change since 2024,-7.2135785,10.69864839
21,,,
21,Cases Resolved Quarter 4 2025,310.0,1624.0
21,Change since Quarter 4 2024,-2.82131661,25.98913887
