District,Filing Year,Under 18,18-25 y.o.,26-35 y.o.,36+ y.o.,Missing/Unknown
21,2017,408,1623,2303,2876,9
21,2018,437,1663,2406,3150,9
21,2019,552,1690,2245,3035,27
21,2020,399,1603,2240,2861,42
21,2021,442,1683,2658,3567,30
21,2022,492,1762,2414,3911,9
21,2023,480,1523,2267,4003,6
21,2024,468,1572,2155,4083,1
21,2025,376,1555,1892,4229,6
