District,Filing Year,White,Black,Hispanic,Native American,Asian,Another Race/Ethnicity,Missing/Unknown
21,2017,5874,260,854,34,24,155,18
21,2018,6187,260,968,37,13,178,22
21,2019,5940,246,992,46,21,248,56
21,2020,5686,275,970,27,14,144,29
21,2021,6636,267,1165,50,27,195,40
21,2022,6872,309,1215,40,19,116,17
21,2023,6707,297,1059,38,28,146,4
21,2024,6742,296,1004,42,36,148,11
21,2025,6452,297,1107,46,24,119,13
