District,Filing Quarter,At least 1 prior violent conviction,No prior violent convictions,Total,Percent of defendants with prior violent conviction,Percent of defendants with no prior violent convictions
21,2017,26,272,298,8.72483221,91.27516779
21,2018,23,286,309,7.4433657,92.5566343
21,2019,38,272,310,12.25806452,87.74193548
21,2020,46,253,299,15.38461538,84.61538462
21,2021,55,274,329,16.71732523,83.28267477
21,2022,58,286,344,16.86046512,83.13953488
21,2023,66,273,339,19.46902655,80.53097345
21,2024,75,251,326,23.00613497,76.99386503
21,2025,58,259,317,18.29652997,81.70347003
