District,Metric,Felony,Misdemeanor
22,Cases Resolved 2025,214.0,924.0
22,Change since 2024,-22.18181818,-23.06411324
22,,,
22,Cases Resolved Quarter 4 2025,36.0,31.0
22,Change since Quarter 4 2024,-44.61538462,-88.60294118
