District,Filing Quarter,At least 1 prior violent conviction,No prior violent convictions,Total,Percent of defendants with prior violent conviction,Percent of defendants with no prior violent convictions
09,2017,8,122,130,6.15384615,93.84615385
09,2018,5,96,101,4.95049505,95.04950495
09,2019,9,99,108,8.33333333,91.66666667
09,2020,10,113,123,8.1300813,91.8699187
09,2021,17,115,132,12.87878788,87.12121212
09,2022,11,99,110,10.0,90.0
09,2023,10,93,103,9.70873786,90.29126214
09,2024,15,91,106,14.1509434,85.8490566
09,2025,16,87,103,15.53398058,84.46601942
