District,Referral Year,Filed,Declined,Total Felony Referrals,Percent Declined
06,2017,605,81,686,11.80758017
06,2018,742,75,817,9.17992656
06,2019,613,71,684,10.38011696
06,2020,614,63,677,9.30576071
06,2021,609,45,654,6.88073394
06,2022,506,51,557,9.1561939
06,2023,517,41,558,7.34767025
06,2024,490,32,522,6.1302682
06,2025,549,27,576,4.6875
