District,Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
09,2020,437,195,306,1,37,1844
09,2021,503,310,246,5,23,2041
09,2022,447,311,290,10,43,1965
09,2023,533,242,302,12,27,1744
09,2024,320,219,297,11,39,1875
09,2025,419,254,190,5,30,1976
