District,Referral Year,Black Felony Referrals Filed,Black Felony Referrals Not Filed,Black Total Felony Referrals,Hispanic Felony Referrals Filed,Hispanic Felony Referrals Not Filed,Hispanic Total Felony Referrals,White Felony Referrals Filed,White Felony Referrals Not Filed,White Total Felony Referrals,Percent of cases involving Black defendants declined,Percent of cases involving Hispanic defendants declined,Percent of cases involving White defendants declined
02,2020,1512,376,1888,1382,359,1741,2574,580,3154,19.91525424,20.62033314,18.38934686
02,2021,1622,401,2023,1414,342,1756,2453,644,3097,19.82204647,19.476082,20.79431708
02,2022,1407,519,1926,1303,403,1706,2149,746,2895,26.9470405,23.62250879,25.76856649
02,2023,1622,523,2145,1507,432,1939,2268,771,3039,24.38228438,22.27952553,25.37018756
02,2024,1631,568,2199,1897,411,2308,2235,846,3081,25.82992269,17.80762565,27.45861733
02,2025,1584,556,2140,1336,394,1730,2212,787,2999,25.98130841,22.77456647,26.24208069
