District,Disposition Year,Highest Income Neighborhood Cases Dismissed,Highest Income Neighborhood Cases Not Dismissed,Highest Income Neighborhood Total Cases Disposed,Lowest Income Neighborhood Cases Dismissed,Lowest Income Neighborhood Cases Not Dismissed,Lowest Income Neighborhood Total Cases Disposed,Percent of cases in highest income zip codes dismissed,Percent of cases in lowest income zip codes dismissed
06,2020,17,47,64,34,132,166,26.5625,20.48192771
06,2021,13,59,72,43,192,235,18.05555556,18.29787234
06,2022,21,63,84,67,185,252,25.0,26.58730159
06,2023,21,67,88,47,180,227,23.86363636,20.70484581
06,2024,18,70,88,80,213,293,20.45454545,27.30375427
06,2025,22,73,95,95,230,325,23.15789474,29.23076923
