District,Referral Year,Felony Referrals Filed,Felony Referrals Not Filed,Total Felony Referrals,Felony Cases Acquitted,Felony Cases Deferred,Felony Cases Dismissed,Felony Cases Found Guilty,Felony Cases Plea Dismissal,Felony Cases Plead Guilty,Total Felony Cases Disposed,Percent of felony referrals declined,Percent of felony cases dismissed after filing
20,2017,2246,76,2322,9,308,143,14,101,1562,2137,3.27304048,6.69162377
20,2018,2516,143,2659,7,318,199,15,144,1707,2390,5.37796164,8.32635983
20,2019,2094,95,2189,3,305,206,32,154,1572,2272,4.33988122,9.06690141
20,2020,1741,68,1809,2,239,140,14,144,1094,1633,3.75898286,8.5731782
20,2021,2044,129,2173,10,314,156,26,213,1197,1916,5.93649333,8.14196242
20,2022,2015,138,2153,9,267,154,22,223,1234,1909,6.40966094,8.06705081
20,2023,2052,146,2198,5,268,189,32,132,1235,1861,6.64240218,10.1558302
20,2024,1983,124,2107,6,309,164,23,129,1288,1919,5.88514476,8.54611777
20,2025,1729,86,1815,3,265,157,26,107,1103,1661,4.73829201,9.45213727
