District,Referral Year,Filed,Declined,Total Felony Referrals,Percent Declined
11,2024,721,218,939,23.21618743
11,2021,909,286,1195,23.93305439
11,2022,760,249,1009,24.67789891
11,2025,677,117,794,14.73551637
11,2019,948,426,1374,31.00436681
11,2020,995,316,1311,24.1037376
11,2023,669,208,877,23.71721779
11,2017,1022,474,1496,31.68449198
11,2018,957,564,1521,37.08086785
