District,Referral Year,Black Felony Referrals Filed,Black Felony Referrals Not Filed,Black Total Felony Referrals,Hispanic Felony Referrals Filed,Hispanic Felony Referrals Not Filed,Hispanic Total Felony Referrals,White Felony Referrals Filed,White Felony Referrals Not Filed,White Total Felony Referrals,Percent of cases involving Black defendants declined,Percent of cases involving Hispanic defendants declined,Percent of cases involving White defendants declined
11,2020,55,21,76,114,38,152,770,202,972,27.63157895,25.0,20.781893
11,2021,52,9,61,95,24,119,718,214,932,14.75409836,20.16806723,22.96137339
11,2022,42,10,52,97,24,121,564,170,734,19.23076923,19.83471074,23.16076294
11,2023,34,15,49,80,20,100,500,145,645,30.6122449,20.0,22.48062016
11,2024,23,18,41,85,24,109,531,138,669,43.90243902,22.01834862,20.62780269
11,2025,20,8,28,75,19,94,507,68,575,28.57142857,20.21276596,11.82608696
