District,Disposition Year,Native American Plea to Lesser Charge,Native American No Plea to Lesser Charge,Native American Total Guilty Pleas,Hispanic Plea to Lesser Charge,Hispanic No Plea to Lesser Charge,Hispanic Total Guilty Pleas,Black Plea to Lesser Charge,Black No Plea to Lesser Charge,Black Total Guilty Pleas,White Plea to Lesser Charge,White No Plea to Lesser Charge,White Total Guilty Pleas,Percent of Native American defendants pleading to a lesser charge,Percent of Hispanic defendants pleading to a lesser charge,Percent of Black defendants pleading to a lesser charge,Percent of White defendants pleading to a lesser charge
20,2020,6,4,10,147,122,269,55,23,78,423,316,739,60.0,54.64684015,70.51282051,57.23951286
20,2021,5,9,14,147,149,296,59,31,90,460,349,809,35.71428571,49.66216216,65.55555556,56.86032138
20,2022,1,4,5,182,169,351,55,31,86,428,376,804,20.0,51.85185185,63.95348837,53.23383085
20,2023,3,1,4,186,169,355,44,44,88,392,411,803,75.0,52.3943662,50.0,48.81693649
20,2024,2,5,7,203,210,413,45,49,94,411,361,772,28.57142857,49.15254237,47.87234043,53.23834197
20,2025,4,5,9,151,248,399,41,34,75,287,351,638,44.44444444,37.84461153,54.66666667,44.98432602
