District,Disposition Year,Black No Pretrial,Black Pretrial,Black Total Cases,Hispanic No Pretrial,Hispanic Pretrial,Hispanic Total Cases,White No Pretrial,White Pretrial,White Total Cases,Percent of Black defendants detained pretrial,Percent of Hispanic defendants detained pretrial,Percent of White defendants detained pretrial
09,2020,10,10,20,151,93,244,638,258,896,50.0,38.1147541,28.79464286
09,2021,21,4,25,163,66,229,602,287,889,16.0,28.8209607,32.28346457
09,2022,14,8,22,234,120,354,603,279,882,36.36363636,33.89830508,31.63265306
09,2023,22,10,32,244,94,338,530,216,746,31.25,27.81065089,28.95442359
09,2024,23,9,32,240,95,335,545,226,771,28.125,28.35820896,29.31258106
09,2025,7,7,14,237,109,346,639,203,842,50.0,31.50289017,24.10926366
