District,Metric,Felony,Misdemeanor
17,Cases Resolved 2025,3837.0,17649.0
17,Change since 2024,-8.5557674,44.91337548
17,,,
17,Cases Resolved Quarter 4 2025,817.0,4326.0
17,Change since Quarter 4 2024,-16.37666325,43.48258706
