District,Metric,Fine/ Comm. Serv/ Fee,Credit for time served,Probation,Probation plus Jail,Jail,Comm. Corr.,Youth Corr.,Prison
21,Sentences in 2025,2127.0,403.0,1371.0,339.0,208.0,99.0,42.0,231.0
21,Change since 2024,12.71860095,9.21409214,16.08806097,24.17582418,30.81761006,-20.8,7.69230769,5.47945205
