District,Disposition Year,Black No Pretrial,Black Pretrial,Black Total Cases,Hispanic No Pretrial,Hispanic Pretrial,Hispanic Total Cases,White No Pretrial,White Pretrial,White Total Cases,Percent of Black defendants detained pretrial,Percent of Hispanic defendants detained pretrial,Percent of White defendants detained pretrial
19,2020,56,49,105,785,433,1218,1324,637,1961,46.66666667,35.5500821,32.48342682
19,2021,88,56,144,787,441,1228,1432,623,2055,38.88888889,35.91205212,30.3163017
19,2022,90,59,149,906,548,1454,1567,667,2234,39.59731544,37.68913343,29.85675918
19,2023,91,42,133,894,573,1467,1399,711,2110,31.57894737,39.0593047,33.69668246
19,2024,75,57,132,1012,603,1615,1590,696,2286,43.18181818,37.3374613,30.44619423
19,2025,92,46,138,1009,565,1574,1631,615,2246,33.33333333,35.89580686,27.38201247
